id,text,category
19576,the garden is overgrown. I need this fixed soon.,Gardener
19577,I need a professional office cleaner to clean the office.,Office Cleaner
19578,Please send a computer technician. I think my PC has malware.,Computer Technician
19579,I'm searching for a reliable babysitter.,Babysitter
19580,I need someone to build the structure.,Mason
19581,I need someone to replace damaged tiles.,Tiler
19582,Can anyone recommend a good welder?,Welder
19583,Can a security guard visit today? I need event security.,Security Guard
19584,Can anyone recommend an experienced motorcycle mechanic?,Motorcycle Mechanic
19585,Who is available to check the battery?,Auto Electrician
19586,Need urgent help because ceiling paint is peeling.,Painter
19587,Need urgent assistance because I need a cook for a family function.,Cook
19588,Please help because rats are damaging food supplies.,Pest Control
19589,my wooden door is damaged. Please help as soon as possible.,Carpenter
19590,I've been dealing with this issue: my garden needs maintenance.,Gardener
19591,Who is available to repair the AC?,AC Technician
19592,Please send a tire repair. I have a flat tyre.,Tire Repair
19593,the engine is making unusual noises. I need professional help.,Car Mechanic
19594,I need someone to inspect the appliance.,Washing Machine Technician
19595,Need urgent assistance because my dining table needs repair.,Carpenter
19596,I need a painter because I want to repaint my shop.,Painter
19597,Please send a office cleaner; workspace requires sanitizing.,Office Cleaner
19598,Could someone help me to provide elderly care?,Elder Caregiver
19599,Who can help me? the steel fence needs welding.,Welder
19600,Need urgent help because computer restarts unexpectedly.,Computer Technician
19601,Looking for an experienced office cleaner to clean the office.,Office Cleaner
19602,I would like to hire a mason.,Mason
19603,I would like to hire a ac technician. AC needs servicing.,AC Technician
19604,Need urgent assistance because the fridge makes loud noises.,Refrigerator Technician
19605,Please send a washing machine technician. the machine stops during washing.,Washing Machine Technician
19606,Please help because the air conditioner is not cooling.,AC Technician
19607,I need an experienced refrigerator technician.,Refrigerator Technician
19608,the trees need trimming. I need professional help.,Gardener
19609,Could someone please repair the gate?,Welder
19610,I need a plumber because the drain is blocked.,Plumber
19611,Please send a carpenter. my kitchen cabinet is loose.,Carpenter
19612,Need professional assistance to repair the vehicle wiring.,Auto Electrician
19613,my roof is leaking. I need professional help.,Roofer
19614,Can anyone recommend an experienced carpenter?,Carpenter
19615,My situation is urgent because the gutters need repair.,Roofer
19616,I'm looking for a reliable gardener.,Gardener
19617,several floor tiles are cracked. I need this fixed as soon as possible.,Tiler
19618,I would like to hire a aluminum fabricator. need a new aluminium door.,Aluminum Fabricator
19619,Need urgent assistance because the window glass shattered.,Glass Installer
19620,Please help because I need daily meal preparation.,Cook
19621,Please send a car mechanic. the car shakes while driving.,Car Mechanic
19622,I need support for a senior family member. Looking for a reliable elder caregiver.,Elder Caregiver
19623,computer restarts unexpectedly. Looking for an experienced computer technician.,Computer Technician
19624,workspace requires sanitizing. Looking for an experienced office cleaner.,Office Cleaner
19625,my cupboard door is loose. I need this fixed soon.,Carpenter
19626,Please send a washing machine technician; washing machine won't spin.,Washing Machine Technician
19627,Need urgent assistance because my roof is leaking.,Roofer
19628,Can anyone recommend an experienced house cleaner?,House Cleaner
19629,Need urgent assistance because the freezer is not freezing.,Refrigerator Technician
19630,Please help because I need a new CCTV installation.,CCTV Technician
19631,Looking for immediate assistance to repair the roof.,Roofer
19632,I would like to hire a cook because I need meal preparation assistance.,Cook
19633,I need an experienced security guard.,Security Guard
19634,I need a car mechanic because the engine vibrates excessively.,Car Mechanic
19635,I need someone to fix the display.,TV Repair Technician
19636,My situation is urgent because I have a rat infestation.,Pest Control
19637,I need someone to fix the gutters.,Roofer
19638,I need professional help to clean the office.,Office Cleaner
19639,cabinet hinges are loose. Looking for an experienced carpenter.,Carpenter
19640,Can anyone recommend a good cook?,Cook
19641,I would like to hire a office cleaner to clean the office.,Office Cleaner
19642,the computer keeps restarting. Please help as soon as possible.,Computer Technician
19643,Looking for an experienced glass installer to install a new glass panel.,Glass Installer
19644,the desktop won't boot. I need this fixed soon.,Computer Technician
19645,I need professional help to maintain the garden.,Gardener
19646,I'm having an issue because my washing machine won't spin.,Washing Machine Technician
19647,Could someone help me to install glass panels?,Glass Installer
19648,refrigerator makes loud noise. Can someone assist?,Refrigerator Technician
19649,Could someone please repair the vehicle wiring?,Auto Electrician
19650,I need weekly house cleaning. Please help as soon as possible.,House Cleaner
19651,Who is available to clean every room?,House Cleaner
19652,Need urgent assistance because I need bathroom tiling.,Tiler
19653,I'm searching for a skilled glass installer because my window glass is broken.,Glass Installer
19654,I need professional help to inspect the appliance.,Washing Machine Technician
19655,Can anyone recommend an experienced auto electrician?,Auto Electrician
19656,Please send a office cleaner; workspace requires sanitizing.,Office Cleaner
19657,Need expert assistance to install new tiles.,Tiler
19658,wardrobe door is broken. Looking for an experienced carpenter.,Carpenter
19659,I need a qualified tire repair to repair the tyre.,Tire Repair
19660,I'm having an issue because I need care for my elderly parent.,Elder Caregiver
19661,I would like to hire a computer technician to remove malware.,Computer Technician
19662,I need professional help to install CCTV cameras.,CCTV Technician
19663,I need a security guard for night duty. Looking for a qualified security guard.,Security Guard
19664,Who is available to complete the brick laying?,Mason
19665,phone screen is cracked. Can someone assist?,Mobile Phone Technician
19666,I would like to hire a ac technician to service the unit.,AC Technician
19667,Who can help me? I need help with daily household chores.,Domestic Helper
19668,the AC is making unusual noise. Looking for a reliable ac technician.,AC Technician
19669,Looking for an experienced tiler to replace damaged tiles.,Tiler
19670,Please send a gardener. the grass needs cutting.,Gardener
19671,Need urgent assistance because my motorcycle won't start.,Motorcycle Mechanic
19672,I'm searching for a reliable pest control.,Pest Control
19673,Who can install wooden shelves for me?,Carpenter
19674,I'm searching for a reliable car mechanic.,Car Mechanic
19675,I need a house cleaner because I need move-out cleaning.,House Cleaner
19676,I need a computer technician because my laptop freezes frequently.,Computer Technician
19677,I would like to hire a domestic helper to assist around the house.,Domestic Helper
19678,Can anyone recommend an experienced gardener?,Gardener
19679,Who can help? the office needs sanitizing.,Office Cleaner
19680,the glass door is broken. I need this fixed soon.,Glass Installer
19681,I'm searching for a reliable house cleaner.,House Cleaner
19682,Can anyone recommend a reliable cook? I need meal preparation assistance.,Cook
19683,I need a professional carpenter to fix the damaged door.,Carpenter
19684,I would like to hire a motorcycle mechanic. bike needs servicing.,Motorcycle Mechanic
19685,I'm looking for a reliable pest control.,Pest Control
19686,Could someone help me to fix the display?,TV Repair Technician
19687,Looking for an experienced tv repair technician to repair the TV.,TV Repair Technician
19688,I need a professional aluminum fabricator to fabricate aluminium work.,Aluminum Fabricator
19689,I need professional help to check the battery.,Auto Electrician
19690,I'm looking for a reliable babysitter.,Babysitter
19691,I'm looking for a reliable domestic helper.,Domestic Helper
19692,Could someone please look after my child?,Babysitter
19693,I would like to hire a carpenter.,Carpenter
19694,Could someone recommend a reliable motorcycle mechanic? my motorcycle won't start.,Motorcycle Mechanic
19695,bathroom tiles are loose. Could someone help?,Tiler
19696,I need a motorcycle mechanic because my bike won't start.,Motorcycle Mechanic
19697,Need professional assistance to repair the roof.,Roofer
19698,I've been dealing with this issue: I need a cook for daily meals.,Cook
19699,Need urgent assistance because my garden needs maintenance.,Gardener
19700,I would like to hire a computer technician to remove malware.,Computer Technician
19701,there are termites in the wooden furniture. I need this fixed soon.,Pest Control
19702,Please send a house cleaner. my house needs a deep clean.,House Cleaner
19703,I need a office cleaner because my office needs cleaning.,Office Cleaner
19704,I need a auto electrician because the vehicle wiring needs repair.,Auto Electrician
19705,Need urgent assistance because my lights keep switching off.,Electrician
19706,Please send a pest control; termites have damaged the wood.,Pest Control
19707,alternator has failed. Can someone assist?,Auto Electrician
19708,I'm looking for a skilled aluminum fabricator to repair the aluminium frame.,Aluminum Fabricator
19709,I need professional help to provide elderly care.,Elder Caregiver
19710,Looking for an experienced cctv technician to install CCTV cameras.,CCTV Technician
19711,Looking for an experienced motorcycle mechanic to repair the motorcycle.,Motorcycle Mechanic
19712,Looking for immediate assistance to fix the damaged door.,Carpenter
19713,I need a carpenter because the bookshelf is broken.,Carpenter
19714,Can anyone recommend a reliable painter? my living room needs painting.,Painter
19715,I would like to hire a gardener.,Gardener
19716,I need professional help since I need CCTV cameras installed.,CCTV Technician
19717,Could someone please repair the electrical fault?,Electrician
19718,the fuse keeps blowing. Looking for a reliable electrician.,Electrician
19719,I need professional help since the screen keeps flickering.,TV Repair Technician
19720,Who is available to carry out pest control?,Pest Control
19721,Could someone please remove the pests?,Pest Control
19722,there are cockroaches in my house. Looking for a qualified pest control.,Pest Control
19723,Can anyone recommend a good domestic helper?,Domestic Helper
19724,I need an experienced motorcycle mechanic.,Motorcycle Mechanic
19725,the garden is full of weeds. Could someone help?,Gardener
19726,Can anyone recommend a reliable domestic helper? I need help with laundry.,Domestic Helper
19727,I need professional help to fix the display.,TV Repair Technician
19728,I'm looking for a skilled elder caregiver to provide elderly care.,Elder Caregiver
19729,I would like to hire a washing machine technician because the washing machine is leaking.,Washing Machine Technician
19730,I need a motorcycle mechanic because my motorcycle needs servicing.,Motorcycle Mechanic
19731,rainwater is coming through the roof. Could someone help?,Roofer
19732,Can anyone recommend an experienced elder caregiver?,Elder Caregiver
19733,Can anyone recommend a good domestic helper?,Domestic Helper
19734,My problem is that my CCTV system is not working. I need a cctv technician.,CCTV Technician
19735,Looking for someone who can do cement work.,Mason
19736,Who can help? I have a flat tyre.,Tire Repair
19737,I need childcare this afternoon. Could someone help?,Babysitter
19738,I need a aluminum fabricator because the aluminium window is damaged.,Aluminum Fabricator
19739,Need urgent assistance because my wooden door is damaged.,Carpenter
19740,I need a auto electrician because the alternator is faulty.,Auto Electrician
19741,Please send a babysitter. I need childcare while I am at work.,Babysitter
19742,Who can help? my home needs deep cleaning.,House Cleaner
19743,I need professional help since the power sockets are not working.,Electrician
19744,Who can help me? I need someone to look after my child.,Babysitter
19745,I need professional help to repair the electrical system.,Auto Electrician
19746,bike needs servicing. Looking for an experienced motorcycle mechanic.,Motorcycle Mechanic
19747,Can anyone recommend a reliable carpenter? my dining table needs repair.,Carpenter
19748,I'm looking for a skilled computer technician to diagnose the problem.,Computer Technician
19749,I would like to hire a welder.,Welder
19750,Who can repair the washing machine for me?,Washing Machine Technician
19751,Looking for an experienced car mechanic to inspect the engine.,Car Mechanic
19752,Can a ac technician visit today? the AC needs servicing.,AC Technician
19753,Need professional assistance to install new tiles.,Tiler
19754,a steel frame needs welding. Looking for a reliable welder.,Welder
19755,the refrigerator keeps turning off. Could someone help?,Refrigerator Technician
19756,Looking for an experienced electrician to repair the electrical system.,Electrician
19757,Need urgent help because metal gate is broken.,Welder
19758,Looking for an experienced domestic helper to help with housework.,Domestic Helper
19759,I'm looking for a reliable tv repair technician.,TV Repair Technician
19760,I need a painter because the ceiling paint is peeling.,Painter
19761,Looking for an experienced house cleaner to clean the house.,House Cleaner
19762,Could someone help me to weld the frame?,Welder
19763,I need a pest control because there are ants all over the kitchen.,Pest Control
19764,Please arrange a electrician. the circuit breaker keeps tripping.,Electrician
19765,Please send a auto electrician. the alternator is faulty.,Auto Electrician
19766,I'm experiencing a problem because need childcare this evening. I need a babysitter.,Babysitter
19767,Looking for immediate assistance to inspect the vehicle.,Car Mechanic
19768,Could someone please inspect the appliance?,Washing Machine Technician
19769,Could someone help me to repair aluminium fittings?,Aluminum Fabricator
19770,Please send a mason. cement around the steps is damaged.,Mason
19771,I need a motorcycle mechanic because my motorcycle needs servicing.,Motorcycle Mechanic
19772,Can a plumber visit today? the toilet is blocked.,Plumber
19773,I'm looking for a skilled domestic helper to help around the house.,Domestic Helper
19774,workspace requires sanitizing. Can someone assist?,Office Cleaner
19775,Looking for an experienced office cleaner to sanitize the office.,Office Cleaner
19776,the charging port is damaged. I need this fixed as soon as possible.,Mobile Phone Technician
19777,elderly parent needs daily support. Looking for an experienced elder caregiver.,Elder Caregiver
19778,motorcycle won't start. Looking for an experienced motorcycle mechanic.,Motorcycle Mechanic
19779,Please arrange a refrigerator technician. my refrigerator is not cooling.,Refrigerator Technician
19780,Could someone recommend a reliable glass installer? the glass door is damaged.,Glass Installer
19781,Looking for an experienced domestic helper to help with household tasks.,Domestic Helper
19782,Need professional assistance to remove the pests.,Pest Control
19783,Looking for an experienced car mechanic to inspect the engine.,Car Mechanic
19784,I'm looking for a skilled cctv technician to repair the CCTV system.,CCTV Technician
19785,Please help because the power sockets are faulty.,Electrician
19786,Please send a office cleaner. the office requires sanitizing.,Office Cleaner
19787,Can anyone help me? the gutters need repair.,Roofer
19788,kitchen wall tiles need replacing. Can someone assist?,Tiler
19789,Please send a domestic helper; need help with laundry.,Domestic Helper
19790,the wardrobe door came off. Could someone help?,Carpenter
19791,I need an experienced elder caregiver.,Elder Caregiver
19792,I'm having an issue because I need regular household help.,Domestic Helper
19793,Could someone recommend a reliable auto electrician? the alternator is faulty.,Auto Electrician
19794,Looking for an experienced carpenter to repair the furniture.,Carpenter
19795,My situation is urgent because the machine stops during washing.,Washing Machine Technician
19796,I need a ac technician because the AC is making unusual noise.,AC Technician
19797,cement floor is damaged. Looking for an experienced mason.,Mason
19798,Need professional assistance to install CCTV cameras.,CCTV Technician
19799,I would like to hire a motorcycle mechanic. bike engine is noisy.,Motorcycle Mechanic
19800,I need professional help since I need regular household help.,Domestic Helper
19801,I would like to hire a carpenter to replace damaged wood.,Carpenter
19802,I need professional help to guard the premises.,Security Guard
19803,I'm looking for a reliable tv repair technician.,TV Repair Technician
19804,there is no sound from the television. I need this fixed as soon as possible.,TV Repair Technician
19805,My problem is that I need move-out cleaning. I need a house cleaner.,House Cleaner
19806,I need someone to repaint the walls.,Painter
19807,Can anyone recommend a good security guard?,Security Guard
19808,a steel frame needs welding. I need this fixed soon.,Welder
19809,power sockets are dead. Looking for an experienced electrician.,Electrician
19810,termites have damaged the wood. Looking for an experienced pest control.,Pest Control
19811,Who can help? the lawn needs mowing.,Gardener
19812,My problem is that the AC needs servicing. I need a ac technician.,AC Technician
19813,I would like to hire a computer technician to remove malware.,Computer Technician
19814,Need someone reliable to check the cooling system.,Refrigerator Technician
19815,I'm looking for a skilled auto electrician to repair the vehicle wiring.,Auto Electrician
19816,I'm looking for a skilled pest control to eliminate the infestation.,Pest Control
19817,Please send a roofer; roof is leaking.,Roofer
19818,Who can help? I need a new CCTV installation.,CCTV Technician
19819,I need an experienced house cleaner.,House Cleaner
19820,I need a gardener because the grass needs cutting.,Gardener
19821,Looking for immediate assistance to assist my elderly parent.,Elder Caregiver
19822,Need urgent help because need end-of-tenancy cleaning.,House Cleaner
19823,my bike won't start. I need this fixed soon.,Motorcycle Mechanic
19824,Could someone help me to repair the roof?,Roofer
19825,My situation is urgent because I need a new aluminium door.,Aluminum Fabricator
19826,I need a computer technician because the computer is extremely slow.,Computer Technician
19827,Can a elder caregiver visit today? I need a caregiver for senior care.,Elder Caregiver
19828,Need expert assistance to repair the CCTV system.,CCTV Technician
19829,Please send a computer technician. the computer keeps restarting.,Computer Technician
19830,I need a glass installer because the window glass shattered.,Glass Installer
19831,Could someone please repair the wall?,Mason
19832,damaged tyre. Looking for an experienced tire repair.,Tire Repair
19833,I'm looking for a skilled plumber to clear the drain.,Plumber
19834,I need a tire repair because my tyre is completely flat.,Tire Repair
19835,I would like to hire a painter.,Painter
19836,Looking for someone who can replace the damaged pipe.,Plumber
19837,Who can help me? I need virus removal.,Computer Technician
19838,Who is available to fabricate aluminium work?,Aluminum Fabricator
19839,Please send a security guard; need security for night duty.,Security Guard
19840,Could someone please inspect the cooling system?,Refrigerator Technician
19841,My situation is urgent because I need care for my elderly parent.,Elder Caregiver
19842,I would like to hire a office cleaner to sanitize the office.,Office Cleaner
19843,I need someone to repair the aluminium frame.,Aluminum Fabricator
19844,Can anyone help me? I need a new aluminium door.,Aluminum Fabricator
19845,my living room needs painting. Please help as soon as possible.,Painter
19846,I'm looking for a skilled electrician to inspect the wiring.,Electrician
19847,I'm searching for a reliable babysitter.,Babysitter
19848,I need a elder caregiver because I need someone to care for my elderly mother.,Elder Caregiver
19849,Need urgent assistance because my dining table needs repair.,Carpenter
19850,Looking for an experienced cook to handle the cooking.,Cook
19851,the fridge is warm inside. I need this fixed as soon as possible.,Refrigerator Technician
19852,Please help because a steel frame needs welding.,Welder
19853,I need a tyre replacement. Please help as soon as possible.,Tire Repair
19854,Please send a tv repair technician; TV has no picture.,TV Repair Technician
19855,Can anyone recommend a good tire repair?,Tire Repair
19856,power sockets are dead. Can someone assist?,Electrician
19857,Can anyone recommend an experienced glass installer?,Glass Installer
19858,I'm experiencing a problem because glass door is cracked. I need a glass installer.,Glass Installer
19859,Need urgent help because need security for night duty.,Security Guard
19860,Need urgent assistance because I need bathroom tiling.,Tiler
19861,Need urgent help because ceiling fan stopped spinning.,Electrician
19862,I'm looking for a skilled carpenter to repair the furniture.,Carpenter
19863,Can anyone recommend a reliable tiler? kitchen wall tiles need installation.,Tiler
19864,I need someone to perform office cleaning.,Office Cleaner
19865,I need a gardener because the grass needs cutting.,Gardener
19866,I need someone to fabricate aluminium work.,Aluminum Fabricator
19867,I need a mobile phone technician because the battery drains quickly.,Mobile Phone Technician
19868,I need someone to provide security services.,Security Guard
19869,Looking for immediate assistance to repair the wall.,Mason
19870,I need a professional house cleaner to clean all rooms.,House Cleaner
19871,bathroom tiles are loose. I need this fixed as soon as possible.,Tiler
19872,I need an experienced plumber.,Plumber
19873,I need a professional ac technician to repair the AC.,AC Technician
19874,my air conditioner is not cooling. Looking for a qualified ac technician.,AC Technician
19875,I'm experiencing a problem because need daily meal preparation. I need a cook.,Cook
19876,Need urgent help because garden is overgrown.,Gardener
19877,I need a security guard because I need overnight security.,Security Guard
19878,Looking for an experienced tire repair to replace the tyre.,Tire Repair
19879,Please send a roofer. roof tiles are damaged.,Roofer
19880,Please arrange a gardener. my garden needs maintenance.,Gardener
19881,Please send a mason. I need a small boundary wall built.,Mason
19882,Could someone please install new glass?,Glass Installer
19883,I'm having an issue because my tyre has a puncture.,Tire Repair
19884,Could someone please cook for my family?,Cook
19885,Need professional assistance to replace the glass.,Glass Installer
19886,I need a painter because my living room needs painting.,Painter
19887,Can anyone help me? I need a cook for daily meals.,Cook
19888,I'm searching for a skilled washing machine technician because the washing machine is leaking.,Washing Machine Technician
19889,I'm looking for a skilled refrigerator technician to inspect the cooling system.,Refrigerator Technician
19890,I need someone to clean the whole house. Could someone help?,House Cleaner
19891,bathroom tiles are loose. I need this fixed as soon as possible.,Tiler
19892,Need someone reliable to finish the painting.,Painter
19893,I'm searching for a reliable tiler.,Tiler
19894,Can anyone recommend an experienced cctv technician?,CCTV Technician
19895,Who can help me? the office floor needs cleaning.,Office Cleaner
19896,Need urgent assistance because the tyre has a nail in it.,Tire Repair
19897,I need a professional roofer to replace roof sheets.,Roofer
19898,Please send a gardener. the grass needs cutting.,Gardener
19899,Need urgent assistance because the power outlet is burnt.,Electrician
19900,Please help because the television screen is blank.,TV Repair Technician
19901,Can anyone recommend a good carpenter?,Carpenter
19902,Can anyone recommend a good roofer?,Roofer
19903,I would like to hire a refrigerator technician. fridge is not cooling.,Refrigerator Technician
19904,fridge is not cooling. Can someone assist?,Refrigerator Technician
19905,Who is available to finish the painting?,Painter
19906,I need a aluminum fabricator because I need a new aluminium window.,Aluminum Fabricator
19907,I would like to hire a computer technician.,Computer Technician
19908,Need someone reliable to repair the TV.,TV Repair Technician
19909,I'm looking for a reliable tv repair technician.,TV Repair Technician
19910,I need a tire repair because the tyre has a nail in it.,Tire Repair
19911,I need professional help to repair the aluminium frame.,Aluminum Fabricator
19912,I'm searching for a reliable car mechanic.,Car Mechanic
19913,I need a roofer because my roof has started leaking.,Roofer
19914,Can anyone recommend a good elder caregiver?,Elder Caregiver
19915,I'm looking for a skilled security guard to guard the property.,Security Guard
19916,Who can trim the trees for me?,Gardener
19917,the aluminium door frame is bent. Could someone help?,Aluminum Fabricator
19918,I need professional help since there are cockroaches in my house.,Pest Control
19919,I'm looking for a skilled pest control to eliminate the infestation.,Pest Control
19920,Need urgent assistance because I need guards for a private event.,Security Guard
19921,Please send a carpenter; wooden door won't close.,Carpenter
19922,Need someone reliable to carry out pest control.,Pest Control
19923,I need an experienced mason.,Mason
19924,Who can help? the ceiling fan is noisy.,Electrician
19925,I would like to hire a painter. new room needs painting.,Painter
19926,Can anyone recommend a reliable ac technician? the AC is leaking water.,AC Technician
19927,I'm having an issue because I need a glass partition.,Glass Installer
19928,Can a pest control visit today? I have a termite infestation.,Pest Control
19929,I'm searching for a reliable computer technician.,Computer Technician
19930,I'm having an issue because the car battery keeps dying.,Auto Electrician
19931,Who can help me? I need a new aluminium door.,Aluminum Fabricator
19932,Please help because the AC is making unusual noise.,AC Technician
19933,my phone won't turn on. I need this fixed as soon as possible.,Mobile Phone Technician
19934,the front wall has cracks. I need this fixed as soon as possible.,Mason
19935,the desktop won't boot. Looking for a reliable computer technician.,Computer Technician
19936,Need expert assistance to check the battery.,Auto Electrician
19937,I need a gardener because the garden is overgrown.,Gardener
19938,Looking for an experienced motorcycle mechanic to check the engine.,Motorcycle Mechanic
19939,I'm experiencing a problem because ceiling paint is peeling. I need a painter.,Painter
19940,bathroom tiles are cracked. Looking for an experienced tiler.,Tiler
19941,Can anyone recommend an experienced tiler?,Tiler
19942,Please send a domestic helper. I need assistance with daily chores.,Domestic Helper
19943,Looking for an experienced motorcycle mechanic to check the engine.,Motorcycle Mechanic
19944,I need someone to fix the fault.,Washing Machine Technician
19945,I need someone to fix the puncture.,Tire Repair
19946,office floor is dirty. Can someone assist?,Office Cleaner
19947,Who is available to provide elderly care?,Elder Caregiver
19948,Looking for an experienced elder caregiver to assist the senior.,Elder Caregiver
19949,Need urgent assistance because the AC blows warm air.,AC Technician
19950,I'm looking for a skilled motorcycle mechanic to service the motorcycle.,Motorcycle Mechanic
19951,Who can help me? I need a small boundary wall built.,Mason
19952,I'm looking for a skilled welder to repair the metal work.,Welder
19953,I need someone to remove the pests.,Pest Control
19954,the office requires sanitizing. I need this fixed as soon as possible.,Office Cleaner
19955,Can anyone recommend a good tv repair technician?,TV Repair Technician
19956,I'm looking for a reliable cctv technician.,CCTV Technician
19957,I'm searching for a reliable tiler.,Tiler
19958,I would like to hire a ac technician to service the unit.,AC Technician
19959,my indicators stopped working. Could someone help?,Auto Electrician
19960,Could someone help me to replace the glass?,Glass Installer
19961,I need a auto electrician because the alternator is faulty.,Auto Electrician
19962,cement floor is damaged. Can someone assist?,Mason
19963,Who can install new tiles for me?,Tiler
19964,My problem is that the gutters need repair. I need a roofer.,Roofer
19965,need a new aluminium door. Looking for an experienced aluminum fabricator.,Aluminum Fabricator
19966,I'm looking for a skilled glass installer to install glass panels.,Glass Installer
19967,I'm looking for a trusted electrician. my ceiling fan has stopped working.,Electrician
19968,my tyre has a puncture. I need professional help.,Tire Repair
19969,I'm looking for a reliable security guard.,Security Guard
19970,Need urgent help because need a glass partition.,Glass Installer
19971,Looking for an experienced tv repair technician to fix the display.,TV Repair Technician
19972,My problem is that my office needs cleaning. I need a office cleaner.,Office Cleaner
19973,I need a pest control because there are ants all over the kitchen.,Pest Control
19974,the television won't turn on. Looking for a qualified tv repair technician.,TV Repair Technician
19975,Please send a domestic helper; need help with laundry.,Domestic Helper
19976,Could someone help me to assist the senior?,Elder Caregiver
19977,Please send a gardener; grass is too long.,Gardener
19978,I need a roofer because the gutters need repair.,Roofer
19979,I'm looking for a trusted ac technician. the AC is leaking water.,AC Technician
19980,I need someone to configure the security cameras.,CCTV Technician
19981,I've been dealing with this issue: I need event security.,Security Guard
19982,roof tiles are damaged. I need this fixed as soon as possible.,Roofer
19983,the AC blows warm air. Could someone help?,AC Technician
19984,the lights won't turn on. I need this fixed soon.,Electrician
19985,I need someone to care for my child. I need this fixed soon.,Babysitter
19986,I would like to hire a mobile phone technician.,Mobile Phone Technician
19987,Who can help? my tyre is punctured.,Tire Repair
19988,I'm looking for a skilled glass installer to install glass panels.,Glass Installer
19989,I need a new CCTV installation. I need this fixed soon.,CCTV Technician
19990,the desktop won't boot. Looking for a reliable computer technician.,Computer Technician
19991,new room needs painting. Can someone assist?,Painter
19992,Who can help? the machine is leaking.,Washing Machine Technician
19993,I would like to hire a tiler.,Tiler
19994,I'm looking for a skilled refrigerator technician to check the cooling system.,Refrigerator Technician
19995,I need a tv repair technician because the screen keeps flickering.,TV Repair Technician
19996,I need a mason because a cracked wall needs repair.,Mason
19997,Looking for an experienced glass installer to replace the glass.,Glass Installer
19998,I would like to hire a cook. need daily meal preparation.,Cook
19999,Need urgent assistance because the trees need trimming.,Gardener
20000,I need professional help since the machine stops during washing.,Washing Machine Technician
20001,Looking for an experienced pest control to remove the pests.,Pest Control
20002,Looking for an experienced roofer to repair the roof.,Roofer
20003,Who can help me? my washing machine won't spin.,Washing Machine Technician
20004,I need a house cleaner because my house needs deep cleaning.,House Cleaner
20005,I need a professional domestic helper to assist with housework.,Domestic Helper
20006,Need urgent assistance because the sink is overflowing.,Plumber
20007,I need a professional motorcycle mechanic to service the bike.,Motorcycle Mechanic
20008,Looking for immediate assistance to manage daily housework.,Domestic Helper
20009,Can anyone recommend a reliable motorcycle mechanic? the bike engine is noisy.,Motorcycle Mechanic
20010,our office needs a thorough cleaning. Could someone help?,Office Cleaner
20011,Can anyone recommend an experienced domestic helper?,Domestic Helper
20012,I would like to hire a auto electrician because the car battery keeps dying.,Auto Electrician
20013,the hedges need trimming. Could someone help?,Gardener
20014,Need someone reliable to manage daily housework.,Domestic Helper
20015,I need a mobile phone technician because my phone won't turn on.,Mobile Phone Technician
20016,Can anyone recommend a good security guard?,Security Guard
20017,Please send a auto electrician. my indicators stopped working.,Auto Electrician
20018,Can anyone recommend a good carpenter?,Carpenter
20019,computer restarts unexpectedly. Looking for an experienced computer technician.,Computer Technician
20020,my kitchen sink is leaking. I need professional help.,Plumber
20021,I need someone to clean every room.,House Cleaner
20022,Need professional assistance to carry out pest control.,Pest Control
20023,I'm having an issue because I need a security guard for night duty.,Security Guard
20024,Can anyone recommend a reliable security guard? I need temporary security staff.,Security Guard
20025,the garden is overgrown. I need this fixed soon.,Gardener
20026,Looking for someone who can fix the leak.,Plumber
20027,I'm looking for a skilled house cleaner to clean the house.,House Cleaner
20028,Could someone help me to install glass panels?,Glass Installer
20029,I need a office cleaner because the office needs sanitizing.,Office Cleaner
20030,Please help because my bedroom needs painting.,Painter
20031,I need someone to watch my child. I need this fixed as soon as possible.,Babysitter
20032,Looking for an experienced cctv technician to repair the CCTV system.,CCTV Technician
20033,Can a electrician visit today? my ceiling fan has stopped working.,Electrician
20034,Who can help? the garden is overgrown.,Gardener
20035,Could someone help me to repair the metal gate?,Welder
20036,I need someone to help with housework. I need this fixed as soon as possible.,Domestic Helper
20037,I need professional help to do a deep cleaning.,House Cleaner
20038,I need someone to provide security services.,Security Guard
20039,I'm looking for a reliable carpenter.,Carpenter
20040,I need a painter because paint is peeling from the ceiling.,Painter
20041,Can anyone recommend a good cook?,Cook
20042,Can a pest control visit today? I have a termite infestation.,Pest Control
20043,Looking for someone who can guard the premises.,Security Guard
20044,I need a qualified refrigerator technician to repair the refrigerator.,Refrigerator Technician
20045,the office floor needs cleaning. Looking for a qualified office cleaner.,Office Cleaner
20046,I need a painter because paint is peeling from the wall.,Painter
20047,Need professional assistance to repair the electrical fault.,Electrician
20048,I need overnight security. Looking for a reliable security guard.,Security Guard
20049,I need someone to retile the floor.,Tiler
20050,I'm looking for a skilled cctv technician to install CCTV cameras.,CCTV Technician
20051,Looking for an experienced domestic helper to help with household tasks.,Domestic Helper
20052,I need assistance with daily chores. I need this fixed as soon as possible.,Domestic Helper
20053,Who can repair the AC for me?,AC Technician
20054,I need a electrician because the lights keep flickering.,Electrician
20055,Need urgent assistance because the refrigerator keeps turning off.,Refrigerator Technician
20056,Looking for an experienced washing machine technician to repair the washing machine.,Washing Machine Technician
20057,Looking for an experienced roofer to repair the roof.,Roofer
20058,Please send a babysitter. I need a babysitter this evening.,Babysitter
